"COUNTRY.UN_CODE","SPECIES.ALPHA_3_CODE","AREA.CODE","ENVIRONMENT.ALPHA_2_CODE","MEASURE","PERIOD","VALUE","STATUS"
"784","TIP","51","BW","V_USD_1000",1984,0,"N"
"784","SCN","51","MA","V_USD_1000",1984,32.417,""
"784","TIP","51","BW","V_USD_1000",1985,0,"N"
"784","SCN","51","MA","V_USD_1000",1985,19.069,""
"784","SCN","51","MA","V_USD_1000",1986,19.069,""
"784","MUL","51","MA","V_USD_1000",1987,2.179,""
"784","OEA","04","IN","V_USD_1000",1987,1.09,""
"784","EPT","51","MA","V_USD_1000",1987,0.708,""
"784","MUL","51","MA","V_USD_1000",1988,0,"N"
"784","OEA","04","IN","V_USD_1000",1988,0,"N"
"784","EPT","51","MA","V_USD_1000",1988,0,"N"
"784","YTC","51","BW","V_USD_1000",2020,707.965,""
"784","ENI","51","BW","V_USD_1000",2020,3185.841,""
"784","TLN","51","BW","V_USD_1000",2020,98.034,""
"784","GIP","51","BW","V_USD_1000",2020,424.779,""
"784","BSS","51","BW","V_USD_1000",2020,2249.149,""
"784","SBG","51","BW","V_USD_1000",2020,392.103,""
"784","OYG","51","MA","V_USD_1000",2020,680.735,""
"784","SAL","51","BW","V_USD_1000",2020,5309.735,""
"784","SBG","51","MA","V_USD_1000",2020,11586.649,""
"784","PNI","51","BW","V_USD_1000",2020,1470.388,""
"784","TLN","04","IN","V_USD_1000",2020,22.873,""
"784","BSS","51","MA","V_USD_1000",2020,3669.163,""
"004","TRR","04","IN","V_USD_1000",2005,211.375,"E"
"004","FCY","04","IN","V_USD_1000",2005,1014.6,"E"
"004","FCY","04","IN","V_USD_1000",2006,1201.818,"E"
"004","TRR","04","IN","V_USD_1000",2006,250.379,"E"
"004","TRR","04","IN","V_USD_1000",2007,750.576,"E"
"004","FCY","04","IN","V_USD_1000",2007,2702.074,"E"
"004","TRR","04","IN","V_USD_1000",2008,746.502,"E"
"004","FCY","04","IN","V_USD_1000",2008,2687.409,"E"
"004","TRR","04","IN","V_USD_1000",2009,746.943,"E"
"004","FCY","04","IN","V_USD_1000",2009,4481.656,"E"
"004","FCY","04","IN","V_USD_1000",2010,6781.126,"E"
"004","TRR","04","IN","V_USD_1000",2010,807.277,"E"
"004","TRR","04","IN","V_USD_1000",2011,267.397,"E"
"004","FCY","04","IN","V_USD_1000",2011,8984.532,"E"
"004","TRR","04","IN","V_USD_1000",2012,294.572,"E"
"004","FCY","04","IN","V_USD_1000",2012,10777.394,"E"
"004","FCY","04","IN","V_USD_1000",2013,11730.396,"E"
"004","TRR","04","IN","V_USD_1000",2013,316.013,"E"
"004","TRR","04","IN","V_USD_1000",2014,349.36,"E"
"004","FCY","04","IN","V_USD_1000",2014,13163.894,"E"
"004","TRR","04","IN","V_USD_1000",2015,367.987,"E"
"004","FCY","04","IN","V_USD_1000",2015,14130.701,"E"
"004","TRR","04","IN","V_USD_1000",2016,368.373,"E"
"004","FCY","04","IN","V_USD_1000",2016,14381.263,"E"
"004","TRR","04","IN","V_USD_1000",2017,367.502,"E"
"004","FCY","04","IN","V_USD_1000",2017,16346.474,"E"
"004","TRR","04","IN","V_USD_1000",2018,346.821,"E"
"004","FCY","04","IN","V_USD_1000",2018,17535.281,"E"
"004","FCY","04","IN","V_USD_1000",2019,18407.998,"E"
"004","TRR","04","IN","V_USD_1000",2019,321.593,"E"
"004","FCY","04","IN","V_USD_1000",2020,18746.696,"E"
"004","TRR","04","IN","V_USD_1000",2020,325.463,"E"
"008","TRR","05","IN","V_USD_1000",1988,653.93,""
"008","SVC","05","IN","V_USD_1000",1988,322.427,""
"008","FRF","05","IN","V_USD_1000",1988,11.744,""
"008","FCC","05","IN","V_USD_1000",1988,1.779,""
"008","MSM","37","MA","V_USD_1000",1988,1935.009,""
"008","MUL","05","IN","V_USD_1000",1988,4.271,""
"008","FCP","05","IN","V_USD_1000",1988,88.258,""
"008","TRR","05","IN","V_USD_1000",1998,24.963,""
"008","FCP","05","IN","V_USD_1000",1998,10.755,""
"008","SVC","05","IN","V_USD_1000",1998,7.17,""
"008","KUP","37","BW","V_USD_1000",1998,71.701,""
"008","MSM","37","MA","V_USD_1000",1999,145.378,""
"008","FCP","05","IN","V_USD_1000",1999,4.361,""
"008","TRR","05","IN","V_USD_1000",1999,327.1,""
"008","KUP","37","BW","V_USD_1000",1999,58.878,""
"008","FCG","05","IN","V_USD_1000",1999,2.181,""
"008","SVC","05","IN","V_USD_1000",1999,2.181,""
"008","FCG","05","IN","V_USD_1000",2000,2.089,""
"008","TRR","05","IN","V_USD_1000",2000,313.38,""
"008","MSM","37","MA","V_USD_1000",2000,139.28,""
"008","KUP","37","BW","V_USD_1000",2000,16.714,""
"008","FCP","05","IN","V_USD_1000",2000,4.178,""
"008","BIC","05","IN","V_USD_1000",2000,0,""
"008","SVC","05","IN","V_USD_1000",2000,2.089,""
"008","SVC","05","IN","V_USD_1000",2001,2.091,""
"008","KUP","37","BW","V_USD_1000",2001,117.079,""
"008","SBG","37","MA","V_USD_1000",2001,278.76,""
"008","BIC","05","IN","V_USD_1000",2001,0,""
"008","TRR","05","IN","V_USD_1000",2001,47.041,""
"008","FCG","05","IN","V_USD_1000",2001,4.181,""
"008","FCP","05","IN","V_USD_1000",2001,6.272,""
"008","MSM","37","MA","V_USD_1000",2001,73.175,""
"008","SVC","05","IN","V_USD_1000",2002,4.281,""
"008","FCG","05","IN","V_USD_1000",2002,4.281,""
"008","SBG","37","MA","V_USD_1000",2002,570.816,""
"008","BIC","05","IN","V_USD_1000",2002,0,""
"008","FCP","05","IN","V_USD_1000",2002,8.562,""
"008","MSM","37","MA","V_USD_1000",2002,149.839,""
"008","TRR","05","IN","V_USD_1000",2002,1123.794,""
"008","FCG","05","IN","V_USD_1000",2003,7.654,""
"008","FCP","05","IN","V_USD_1000",2003,15.802,""
"008","SVC","05","IN","V_USD_1000",2003,4.938,""
"008","MSM","37","MA","V_USD_1000",2003,707.78,""
"008","BIC","05","IN","V_USD_1000",2003,0,""
"008","SBG","37","MA","V_USD_1000",2003,823,""
"008","TRR","05","IN","V_USD_1000",2003,1440.25,""
"008","TRR","05","IN","V_USD_1000",2004,1532.396,""
"008","FCG","05","IN","V_USD_1000",2004,17.513,""
"008","MSM","37","MA","V_USD_1000",2004,544.852,""
"008","FCP","05","IN","V_USD_1000",2004,23.351,""
"008","SBG","37","MA","V_USD_1000",2004,1556.72,""
"008","SVC","05","IN","V_USD_1000",2004,7.297,""
"008","BIC","05","IN","V_USD_1000",2004,0,""
"008","SBG","37","MA","V_USD_1000",2005,1001.301,""
"008","TRR","05","IN","V_USD_1000",2005,1752.277,""
"008","FCP","05","IN","V_USD_1000",2005,19.225,""
"008","SVC","05","IN","V_USD_1000",2005,6.008,""
"008","FCG","05","IN","V_USD_1000",2005,9.312,""
"008","BIC","05","IN","V_USD_1000",2005,0,""
"008","MSM","37","MA","V_USD_1000",2005,861.119,""
"008","BSS","37","MA","V_USD_1000",2006,443.7,"E"
"008","SBG","37","MA","V_USD_1000",2006,1509.6,""
"008","SVC","05","IN","V_USD_1000",2006,10.71,""
"008","FCP","05","IN","V_USD_1000",2006,30.6,""
"008","FCG","05","IN","V_USD_1000",2006,18.36,""
"008","MSM","37","MA","V_USD_1000",2006,971.04,""
"008","TRR","05","IN","V_USD_1000",2006,996.03,""
"008","BIC","05","IN","V_USD_1000",2006,0,""
"008","TRR","05","IN","V_USD_1000",2007,1102.439,""
"008","BSS","37","MA","V_USD_1000",2007,512.144,"E"
"008","FCG","05","IN","V_USD_1000",2007,19.399,""
"008","SBG","37","MA","V_USD_1000",2007,2005.342,""
"008","FCP","05","IN","V_USD_1000",2007,38.799,""
"008","MSM","37","MA","V_USD_1000",2007,1507.609,""
"008","BIC","05","IN","V_USD_1000",2007,0,""
"008","SVC","05","IN","V_USD_1000",2007,11.174,""
"008","FCP","05","IN","V_USD_1000",2008,354.646,""
"008","MSM","37","MA","V_USD_1000",2008,796.756,""
"008","TRR","05","IN","V_USD_1000",2008,1521.625,""
"008","FCG","05","IN","V_USD_1000",2008,335.476,""
"008","BSS","37","MA","V_USD_1000",2008,1105.874,"E"
"008","SBG","37","MA","V_USD_1000",2008,2260.272,""
"008","BIC","05","IN","V_USD_1000",2008,0,""
"008","SVC","05","IN","V_USD_1000",2008,575.102,""
"008","BSS","37","MA","V_USD_1000",2009,996.03,"E"
"008","TRR","05","IN","V_USD_1000",2009,1581,""
"008","SBG","37","MA","V_USD_1000",2009,2339.88,""
"008","BIC","05","IN","V_USD_1000",2009,0,""
"008","MSM","37","MA","V_USD_1000",2009,1054,""
"008","FCG","05","IN","V_USD_1000",2009,295.12,""
"008","FCP","05","IN","V_USD_1000",2009,25.296,""
"008","SVC","05","IN","V_USD_1000",2009,375.224,""
"008","TRR","05","IN","V_USD_1000",2010,2405.311,""
"008","KUP","37","BW","V_USD_1000",2010,130.849,""
"008","FCG","05","IN","V_USD_1000",2010,0,""
"008","MSM","37","MA","V_USD_1000",2010,1085.276,""
"008","SBG","37","MA","V_USD_1000",2010,2695.872,""
"008","FCP","05","IN","V_USD_1000",2010,0,""
"008","SVC","05","IN","V_USD_1000",2010,0,""
"008","BSS","37","MA","V_USD_1000",2010,909.208,"E"
"008","BIC","05","IN","V_USD_1000",2010,0,""
"008","FRF","05","IN","V_USD_1000",2010,577.275,"E"
"008","FRF","05","IN","V_USD_1000",2011,594.673,"E"
"008","FCP","05","IN","V_USD_1000",2011,0,""
"008","TRR","05","IN","V_USD_1000",2011,2477.803,""
"008","SBG","37","MA","V_USD_1000",2011,2415.858,""
"008","MSM","37","MA","V_USD_1000",2011,901.92,""
"008","FCG","05","IN","V_USD_1000",2011,0,""
"008","BIC","05","IN","V_USD_1000",2011,0,""
"008","BSS","37","MA","V_USD_1000",2011,1179.434,"E"
"008","SVC","05","IN","V_USD_1000",2011,0,""
"008","SBG","37","MA","V_USD_1000",2012,8873.757,""
"008","FCP","05","IN","V_USD_1000",2012,0,""
"008","BIC","05","IN","V_USD_1000",2012,0,""
"008","SVC","05","IN","V_USD_1000",2012,0,""
"008","FCG","05","IN","V_USD_1000",2012,0,""
"008","FRF","05","IN","V_USD_1000",2012,554.61,"E"
"008","BSS","37","MA","V_USD_1000",2012,2218.439,""
"008","TRR","05","IN","V_USD_1000",2012,2310.874,""
"008","MSM","37","MA","V_USD_1000",2012,702.506,"E"
"008","SVC","05","IN","V_USD_1000",2013,0,""
"008","BSS","37","MA","V_USD_1000",2013,3406.859,""
"008","FCP","05","IN","V_USD_1000",2013,0,""
"008","SBG","37","MA","V_USD_1000",2013,9084.959,""
"008","MSM","37","MA","V_USD_1000",2013,757.08,"E"
"008","FCG","05","IN","V_USD_1000",2013,0,""
"008","FRF","05","IN","V_USD_1000",2013,567.81,"E"
"008","BIC","05","IN","V_USD_1000",2013,0,""
"008","TRR","05","IN","V_USD_1000",2013,2365.875,""
"008","BSS","37","MA","V_USD_1000",2014,3981.797,""
"008","SBG","37","MA","V_USD_1000",2014,9101.251,""
"008","FRF","05","IN","V_USD_1000",2014,568.828,"E"
"008","BIC","05","IN","V_USD_1000",2014,0,""
"008","SVC","05","IN","V_USD_1000",2014,0,""
"008","TRR","05","IN","V_USD_1000",2014,2370.118,""
"008","MSM","37","MA","V_USD_1000",2014,910.125,"E"
"008","FCG","05","IN","V_USD_1000",2014,0,""
"008","FCP","05","IN","V_USD_1000",2014,0,""
"008","SVC","05","IN","V_USD_1000",2015,0,""
"008","BIC","05","IN","V_USD_1000",2015,0,""
"008","TRR","05","IN","V_USD_1000",2015,1984.731,""
"008","FCG","05","IN","V_USD_1000",2015,0,""
"008","BSS","37","MA","V_USD_1000",2015,3334.348,""
"008","SBG","37","MA","V_USD_1000",2015,8574.037,""
"008","MSM","37","MA","V_USD_1000",2015,275.084,""
"008","FCP","05","IN","V_USD_1000",2015,0,""
"008","FRF","05","IN","V_USD_1000",2015,476.335,"E"
"008","BIC","05","IN","V_USD_1000",2016,0,""
"008","BSS","37","MA","V_USD_1000",2016,3866.524,""
"008","MUL","05","IN","V_USD_1000",2016,0,""
"008","FRF","05","IN","V_USD_1000",2016,483.316,"E"
"008","FCG","05","IN","V_USD_1000",2016,0,""
"008","MSM","37","MA","V_USD_1000",2016,817.609,""
"008","TRR","05","IN","V_USD_1000",2016,2416.578,""
"008","SVC","05","IN","V_USD_1000",2016,0,""
"008","FCP","05","IN","V_USD_1000",2016,0,""
"008","SBG","37","MA","V_USD_1000",2016,9182.995,""
"008","TRR","05","IN","V_USD_1000",2017,2518.892,""
"008","MUL","05","IN","V_USD_1000",2017,0,""
"008","BSS","37","MA","V_USD_1000",2017,5037.783,""
"008","FRF","05","IN","V_USD_1000",2017,503.778,"E"
"008","BIC","05","IN","V_USD_1000",2017,0,""
"008","SBG","37","MA","V_USD_1000",2017,12090.68,""
"008","SVC","05","IN","V_USD_1000",2017,0,""
"008","FCG","05","IN","V_USD_1000",2017,0,""
"008","FCP","05","IN","V_USD_1000",2017,0,""
"008","MSM","37","MA","V_USD_1000",2017,252.729,""
"008","SBG","37","MA","V_USD_1000",2018,10649.216,""
"008","TRR","05","IN","V_USD_1000",2018,5995.972,""
"008","FRF","05","IN","V_USD_1000",2018,370.408,"E"
"008","MSM","37","MA","V_USD_1000",2018,718.22,""
"008","BSS","37","MA","V_USD_1000",2018,4630.094,""
"008","BSS","37","MA","V_USD_1000",2019,4642.659,""
"008","FRF","05","IN","V_USD_1000",2019,364.13,"E"
"008","SBG","37","MA","V_USD_1000",2019,11151.486,""
"008","MSM","37","MA","V_USD_1000",2019,974.958,""
"008","TRR","05","IN","V_USD_1000",2019,5604.418,""
"008","MSM","37","MA","V_USD_1000",2020,262.31,""
"008","FRF","05","IN","V_USD_1000",2020,368.155,"E"
"008","SBG","37","MA","V_USD_1000",2020,19843.534,""
"008","BSS","37","MA","V_USD_1000",2020,13230.557,""
"008","TRR","05","IN","V_USD_1000",2020,5192.821,""
"051","STU","04","IN","V_USD_1000",2015,12192.125,"E"
"051","FCC","04","IN","V_USD_1000",2015,296.285,"E"
"051","TRO","04","IN","V_USD_1000",2015,24828.678,"E"
"051","SVC","04","IN","V_USD_1000",2015,1333.282,"E"
"051","CRD","04","IN","V_USD_1000",2015,88.885,"E"
"051","FCY","04","IN","V_USD_1000",2015,1036.997,"E"
"051","FCP","04","IN","V_USD_1000",2015,4740.559,"E"
"051","FRF","04","IN","V_USD_1000",2015,311.099,"E"
"051","CRD","04","IN","V_USD_1000",2016,98.899,"E"
"051","STU","04","IN","V_USD_1000",2016,15326.114,"E"
"051","FRF","04","IN","V_USD_1000",2016,797.789,"E"
"051","FCC","04","IN","V_USD_1000",2016,329.665,"E"
"051","FCP","04","IN","V_USD_1000",2016,5274.636,"E"
"051","TRO","04","IN","V_USD_1000",2016,29537.961,"E"
"051","FCY","04","IN","V_USD_1000",2016,1153.827,"E"
"051","SVC","04","IN","V_USD_1000",2016,1483.491,"E"
"051","FCY","04","IN","V_USD_1000",2017,706.005,"E"
"051","STU","04","IN","V_USD_1000",2017,13407.028,"E"
"051","SVC","04","IN","V_USD_1000",2017,706.005,"E"
"051","TRO","04","IN","V_USD_1000",2017,38494.902,"E"
"051","FCC","04","IN","V_USD_1000",2017,353.002,"E"
"051","FCP","04","IN","V_USD_1000",2017,4412.529,"E"
"051","CRD","04","IN","V_USD_1000",2017,70.6,"E"
"051","FRF","04","IN","V_USD_1000",2017,766.015,"E"
"051","FCP","04","IN","V_USD_1000",2018,6459.788,"E"
"051","STU","04","IN","V_USD_1000",2018,19429.056,"E"
"051","FCC","04","IN","V_USD_1000",2018,496.907,"E"
"051","TRO","04","IN","V_USD_1000",2018,54793.913,"E"
"051","FCY","04","IN","V_USD_1000",2018,993.814,"E"
"051","SVC","04","IN","V_USD_1000",2018,993.814,"E"
"051","FRF","04","IN","V_USD_1000",2018,1306.865,"E"
"051","STU","04","IN","V_USD_1000",2019,16110.06,"E"
"051","FCP","04","IN","V_USD_1000",2019,5457.283,"E"
"051","FRF","04","IN","V_USD_1000",2019,1087.429,"E"
"051","FCY","04","IN","V_USD_1000",2019,845.778,"E"
"051","FCC","04","IN","V_USD_1000",2019,422.889,"E"
"051","TRO","04","IN","V_USD_1000",2019,45953.946,"E"
"051","SVC","04","IN","V_USD_1000",2019,845.778,"E"
"051","SVC","04","IN","V_USD_1000",2020,854.79,"E"
"051","FRF","04","IN","V_USD_1000",2020,1165.623,"E"
"051","STU","04","IN","V_USD_1000",2020,16318.723,"E"
"051","FCC","04","IN","V_USD_1000",2020,427.395,"E"
"051","FCY","04","IN","V_USD_1000",2020,854.79,"E"
"051","FCP","04","IN","V_USD_1000",2020,5439.574,"E"
"051","TRO","04","IN","V_USD_1000",2020,46236.381,"E"
"024","TLP","01","IN","V_USD_1000",2013,243.477,""
"024","TLP","01","IN","V_USD_1000",2014,2482.136,""
"024","TLP","01","IN","V_USD_1000",2015,6536.693,""
"024","CTO","01","IN","V_USD_1000",2016,12.221,""
"024","TLP","01","IN","V_USD_1000",2016,4389.073,""
"024","CTO","01","IN","V_USD_1000",2017,361.629,""
"024","TLP","01","IN","V_USD_1000",2017,11743.898,""
"024","CTO","01","IN","V_USD_1000",2018,0,""
"024","SIZ","01","IN","V_USD_1000",2018,118.645,"E"
"024","TLP","01","IN","V_USD_1000",2018,8314.622,""
"024","CTO","01","IN","V_USD_1000",2019,111.012,""
"024","SIZ","01","IN","V_USD_1000",2019,0,""
"024","TLP","01","IN","V_USD_1000",2019,7803.724,""
"024","ELE","01","IN","V_USD_1000",2019,61.673,"E"
"024","TLP","01","IN","V_USD_1000",2020,8793.641,""
"024","ELE","01","IN","V_USD_1000",2020,8.647,"E"
"024","CTO","01","IN","V_USD_1000",2020,112.406,""
"024","SIZ","01","IN","V_USD_1000",2020,0,""
"032","MSR","41","MA","V_USD_1000",2011,543.047,"E"
"032","APG","03","IN","V_USD_1000",2011,72.99,"E"
"032","TLP","03","IN","V_USD_1000",2011,136.657,""
"032","MUS","41","MA","V_USD_1000",2011,543.047,"E"
"032","FCG","03","IN","V_USD_1000",2011,162.282,""
"032","RMQ","03","IN","V_USD_1000",2011,6.033,""
"032","FOK","03","IN","V_USD_1000",2011,321.035,""
"032","SXU","03","IN","V_USD_1000",2011,3.602,""
"032","CSO","03","IN","V_USD_1000",2011,5970.6,""
"032","UPY","03","IN","V_USD_1000",2011,8.124,""
"032","OYG","41","MA","V_USD_1000",2011,233.569,""
"032","PLL","03","IN","V_USD_1000",2011,5.398,""
"032","TRR","03","IN","V_USD_1000",2011,7968.78,""
"032","LPB","03","IN","V_USD_1000",2011,5.547,""
"032","APB","03","IN","V_USD_1000",2011,21.897,"E"
"032","FCY","03","IN","V_USD_1000",2011,403.869,""
"032","UPY","03","IN","V_USD_1000",2012,286.608,""
"032","PLL","03","IN","V_USD_1000",2012,9.555,""
"032","HUH","03","IN","V_USD_1000",2012,61.716,"E"
"032","FOK","03","IN","V_USD_1000",2012,207.739,""
"032","SXU","03","IN","V_USD_1000",2012,6.017,""
"032","CSO","03","IN","V_USD_1000",2012,7413.045,""
"032","RMQ","03","IN","V_USD_1000",2012,4.199,""
"032","MUS","41","MA","V_USD_1000",2012,206.307,""
"032","FCG","03","IN","V_USD_1000",2012,170.534,""
"032","TRR","41","MA","V_USD_1000",2012,35.266,""
"032","MSR","41","MA","V_USD_1000",2012,51.577,""
"032","APB","03","IN","V_USD_1000",2012,66.124,"E"
"032","LPB","03","IN","V_USD_1000",2012,6.811,""
"032","TRR","03","IN","V_USD_1000",2012,8854.613,""
"032","OYG","41","MA","V_USD_1000",2012,44.083,""
"032","APG","03","IN","V_USD_1000",2012,247.965,"E"
"032","TLP","03","IN","V_USD_1000",2012,149.407,""
"032","FCY","03","IN","V_USD_1000",2012,171.327,""
"032","MSR","41","MA","V_USD_1000",2013,32.605,""
"032","APG","03","IN","V_USD_1000",2013,142.141,""
"032","BNO","03","IN","V_USD_1000",2013,450.053,""
"032","MUS","41","MA","V_USD_1000",2013,20.259,""
"032","UPY","03","IN","V_USD_1000",2013,1081.527,""
"032","SXU","03","IN","V_USD_1000",2013,201.194,""
"032","OYG","41","MA","V_USD_1000",2013,44.082,""
"032","TRR","41","MA","V_USD_1000",2013,9.159,""
"032","RMQ","03","IN","V_USD_1000",2013,6.506,""
"032","HUH","03","IN","V_USD_1000",2013,84.992,""
"032","CSO","03","IN","V_USD_1000",2013,12933.905,""
"032","APB","03","IN","V_USD_1000",2013,348.027,""
"032","FOK","03","IN","V_USD_1000",2013,476.247,""
"032","TLP","03","IN","V_USD_1000",2013,189.858,""
"032","LPB","03","IN","V_USD_1000",2013,12.034,""
"032","TRR","03","IN","V_USD_1000",2013,11481.032,""
"032","FCG","03","IN","V_USD_1000",2013,390.728,""
"032","FCY","03","IN","V_USD_1000",2013,442.836,""
"032","PLL","03","IN","V_USD_1000",2013,23.739,""
"032","MSR","41","MA","V_USD_1000",2014,7.757,""
"032","UPY","03","IN","V_USD_1000",2014,825.105,""
"032","APB","03","IN","V_USD_1000",2014,249.775,"E"
"032","TRR","41","MA","V_USD_1000",2014,9.288,""
"032","FOK","03","IN","V_USD_1000",2014,321.97,""
"032","HUH","03","IN","V_USD_1000",2014,52.877,"E"
"032","SXU","03","IN","V_USD_1000",2014,169.208,""
"032","FCG","03","IN","V_USD_1000",2014,263.768,""
"032","RMQ","03","IN","V_USD_1000",2014,5.164,""
"032","BNO","03","IN","V_USD_1000",2014,30.6,""
"032","TLP","03","IN","V_USD_1000",2014,406.407,""
"032","PLL","03","IN","V_USD_1000",2014,27.77,""
"032","LPB","03","IN","V_USD_1000",2014,15.343,""
"032","FCY","03","IN","V_USD_1000",2014,370.873,""
"032","TRR","03","IN","V_USD_1000",2014,13228.34,""
"032","OYG","41","MA","V_USD_1000",2014,12.631,""
"032","APG","03","IN","V_USD_1000",2014,52.877,"E"
"032","MUS","41","MA","V_USD_1000",2014,12.304,""
"032","CSO","03","IN","V_USD_1000",2014,11809.38,""
"032","HUH","03","IN","V_USD_1000",2015,49.604,"E"
"032","MSR","41","MA","V_USD_1000",2015,16.246,""
"032","APG","03","IN","V_USD_1000",2015,59.243,"E"
"032","TRR","41","MA","V_USD_1000",2015,243.686,""
"032","FCG","03","IN","V_USD_1000",2015,340.657,""
"032","FOK","03","IN","V_USD_1000",2015,947.669,""
"032","PLL","03","IN","V_USD_1000",2015,70.257,""
"032","RMQ","03","IN","V_USD_1000",2015,0,"E"
"032","CSO","03","IN","V_USD_1000",2015,15633.001,""
"032","OYG","41","MA","V_USD_1000",2015,16.571,""
"032","MSC","41","MA","V_USD_1000",2015,10.83,""
"032","UPY","03","IN","V_USD_1000",2015,804.1,""
"032","BNO","03","IN","V_USD_1000",2015,11.123,""
"032","TLP","03","IN","V_USD_1000",2015,397.187,""
"032","SXU","03","IN","V_USD_1000",2015,110.471,""
"032","LPB","03","IN","V_USD_1000",2015,11.334,""
"032","MUS","41","MA","V_USD_1000",2015,16.246,""
"032","FCY","03","IN","V_USD_1000",2015,653.788,""
"032","TRR","03","IN","V_USD_1000",2015,13940.313,""
"032","APB","03","IN","V_USD_1000",2015,281.051,"E"
"032","SXU","03","IN","V_USD_1000",2016,153.617,""
"032","CSO","03","IN","V_USD_1000",2016,12531.123,""
"032","TRR","41","MA","V_USD_1000",2016,152.458,""
"032","UPY","03","IN","V_USD_1000",2016,558.192,""
"032","MUS","41","MA","V_USD_1000",2016,8.809,""
"032","BNO","03","IN","V_USD_1000",2016,10.733,""
"032","LPB","03","IN","V_USD_1000",2016,11.275,""
"032","PLL","03","IN","V_USD_1000",2016,32.416,""
"032","FCY","03","IN","V_USD_1000",2016,304.384,""
"032","RMQ","03","IN","V_USD_1000",2016,0,"N"
"032","TRR","03","IN","V_USD_1000",2016,8465.803,""
"032","OYG","41","MA","V_USD_1000",2016,14.162,""
"032","MSR","41","MA","V_USD_1000",2016,10.164,""
"032","FOK","03","IN","V_USD_1000",2016,241.9,""
"032","TLP","03","IN","V_USD_1000",2016,273.95,""
"032","FCG","03","IN","V_USD_1000",2016,189.365,""
"032","TRR","41","MA","V_USD_1000",2017,21.736,""
"032","OYG","41","MA","V_USD_1000",2017,20.287,""
"032","FOK","03","IN","V_USD_1000",2017,184.752,""
"032","RMQ","03","IN","V_USD_1000",2017,0,"N"
"032","PLL","03","IN","V_USD_1000",2017,50.088,""
"032","HUH","03","IN","V_USD_1000",2017,0,"N"
"032","CSO","03","IN","V_USD_1000",2017,12519.753,""
"032","MSR","41","MA","V_USD_1000",2017,9.056,""
"032","APG","03","IN","V_USD_1000",2017,0,"N"
"032","MUS","41","MA","V_USD_1000",2017,1.956,""
"032","MSC","41","MA","V_USD_1000",2017,0.725,""
"032","MCS","41","MA","V_USD_1000",2017,0,""
"032","APB","03","IN","V_USD_1000",2017,0,"N"
"032","BNO","03","IN","V_USD_1000",2017,92.829,""
"032","PRF","03","IN","V_USD_1000",2017,0,""
"032","FCY","03","IN","V_USD_1000",2017,276.09,""
"032","UPY","03","IN","V_USD_1000",2017,809.469,""
"032","CRP","03","IN","V_USD_1000",2017,0,""
"032","TLP","03","IN","V_USD_1000",2017,305.983,""
"032","FCG","03","IN","V_USD_1000",2017,201.899,""
"032","LPB","03","IN","V_USD_1000",2017,56.73,""
"032","SXU","03","IN","V_USD_1000",2017,101.976,""
"032","TRR","03","IN","V_USD_1000",2017,9885.703,""
"032","OYG","41","MA","V_USD_1000",2018,4.485,""
"032","BNO","03","IN","V_USD_1000",2018,800.854,""
"032","UPY","03","IN","V_USD_1000",2018,705.998,""
"032","MUS","41","MA","V_USD_1000",2018,5.98,""
"032","SXU","03","IN","V_USD_1000",2018,173.252,""
"032","LPB","03","IN","V_USD_1000",2018,27.71,""
"032","TLP","03","IN","V_USD_1000",2018,180.459,""
"032","CSO","03","IN","V_USD_1000",2018,12312.639,""
"032","PLL","03","IN","V_USD_1000",2018,47.944,""
"032","TRR","41","MA","V_USD_1000",2018,13.526,""
"032","FCY","03","IN","V_USD_1000",2018,411.052,""
"032","TRR","03","IN","V_USD_1000",2018,6554.681,""
"032","FCG","03","IN","V_USD_1000",2018,470.155,""
"032","TRR","41","MA","V_USD_1000",2019,67.5,""
"032","FOK","03","IN","V_USD_1000",2019,155.396,""
"032","APB","03","IN","V_USD_1000",2019,0,"N"
"032","BNO","03","IN","V_USD_1000",2019,285.578,""
"032","HUH","03","IN","V_USD_1000",2019,0,"N"
"032","MSR","41","MA","V_USD_1000",2019,0,""
"032","CRP","03","IN","V_USD_1000",2019,0,""
"032","APG","03","IN","V_USD_1000",2019,0,"N"
"032","OYG","41","MA","V_USD_1000",2019,14.487,""
"032","FCY","03","IN","V_USD_1000",2019,209.187,""
"032","TRR","03","IN","V_USD_1000",2019,6172.337,""
"032","RMQ","03","IN","V_USD_1000",2019,0,"N"
"032","MSC","41","MA","V_USD_1000",2019,0,""
"032","LPB","03","IN","V_USD_1000",2019,38.002,""
"032","SXU","03","IN","V_USD_1000",2019,64.333,""
"032","MUS","41","MA","V_USD_1000",2019,20.769,""
"032","MCS","41","MA","V_USD_1000",2019,0,""
"032","FCG","03","IN","V_USD_1000",2019,200.466,""
"032","PRF","03","IN","V_USD_1000",2019,0,""
"032","TLP","03","IN","V_USD_1000",2019,123.058,""
"032","UPY","03","IN","V_USD_1000",2019,452.304,""
"032","CSO","03","IN","V_USD_1000",2019,5519.712,""
"032","PLL","03","IN","V_USD_1000",2019,30.228,""
"032","OYG","41","MA","V_USD_1000",2020,1.701,""
"032","MSR","41","MA","V_USD_1000",2020,0,""
"032","SXU","03","IN","V_USD_1000",2020,14.496,""
"032","APB","03","IN","V_USD_1000",2020,0,""
"032","MSC","41","MA","V_USD_1000",2020,0,""
